freq,indic_env,wst_oper,geo\TIME_PERIOD	2004 	2006 	2008 	2010 	2012 	2014 	2016 	2018 	2020 
A,FAC,DSP_OTH,TR7	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,TR71	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,TR72	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,TR8	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,TR81	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,TR82	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,TR83	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,TR9	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,TR90	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,TRA	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,TRA1	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,TRA2	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,TRB	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,TRB1	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,TRB2	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,TRC	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,TRC1	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,TRC2	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,TRC3	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UK	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKC	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKC1	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKC2	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKD	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKD1	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKD2	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKD3	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKD4	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKD5	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKE	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKE1	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKE2	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKE3	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKE4	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKF	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKF1	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKF2	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKF3	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKG	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKG1	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKG2	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKG3	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKH	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKH1	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKH2	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKH3	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKI	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKI1	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKI2	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKJ	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKJ1	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKJ2	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKJ3	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKJ4	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKK	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKK1	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKK2	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKK3	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKK4	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKL	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKL1	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKL2	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKM	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKM2	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKM3	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKM5	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKM6	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKN	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_OTH,UKN0	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,FAC,RCV_B,AT	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,AT1	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,AT11	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,AT12	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,AT13	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,AT2	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,AT21	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,AT22	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,AT3	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,AT31	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,AT32	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,AT33	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,AT34	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,BE	: 	: 	: 	0 	107 	104 	101 	112 	377 
A,FAC,RCV_B,BE1	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,BE10	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,BE2	: 	: 	: 	0 	107 	104 	101 	112 	108 
A,FAC,RCV_B,BE21	: 	: 	: 	0 	26 	24 	22 	23 	27 
A,FAC,RCV_B,BE22	: 	: 	: 	0 	20 	20 	17 	20 	18 
A,FAC,RCV_B,BE23	: 	: 	: 	0 	23 	21 	24 	29 	26 
A,FAC,RCV_B,BE24	: 	: 	: 	0 	20 	21 	22 	20 	17 
A,FAC,RCV_B,BE25	: 	: 	: 	0 	18 	18 	16 	20 	20 
A,FAC,RCV_B,BE3	: 	: 	: 	0 	: 	: 	: 	0 	269 
A,FAC,RCV_B,BE31	: 	: 	: 	0 	: 	: 	: 	0 	24 
A,FAC,RCV_B,BE32	: 	: 	: 	0 	: 	: 	: 	0 	93 
A,FAC,RCV_B,BE33	: 	: 	: 	0 	: 	: 	: 	0 	69 
A,FAC,RCV_B,BE34	: 	: 	: 	0 	: 	: 	: 	0 	34 
A,FAC,RCV_B,BE35	: 	: 	: 	0 	: 	: 	: 	0 	49 
A,FAC,RCV_B,BG	: 	: 	: 	0 	: 	0 	: 	0 	0 
A,FAC,RCV_B,BG3	: 	: 	: 	0 	: 	0 	: 	0 	0 
A,FAC,RCV_B,BG31	: 	: 	: 	0 	: 	0 	: 	0 	0 
A,FAC,RCV_B,BG32	: 	: 	: 	0 	: 	0 	: 	0 	0 
A,FAC,RCV_B,BG33	: 	: 	: 	0 	: 	0 	: 	0 	0 
A,FAC,RCV_B,BG34	: 	: 	: 	0 	: 	0 	: 	0 	0 
A,FAC,RCV_B,BG4	: 	: 	: 	0 	: 	0 	: 	0 	0 
A,FAC,RCV_B,BG41	: 	: 	: 	0 	: 	0 	: 	0 	0 
A,FAC,RCV_B,BG42	: 	: 	: 	0 	: 	0 	: 	0 	0 
A,FAC,RCV_B,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 
A,FAC,RCV_B,CY0	: 	: 	: 	: 	: 	0 	: 	: 	: 
A,FAC,RCV_B,CY00	: 	: 	: 	: 	: 	0 	: 	: 	: 
A,FAC,RCV_B,CZ	: 	: 	: 	: 	: 	326 	357 	402 	519 
A,FAC,RCV_B,CZ0	: 	: 	: 	: 	: 	326 	357 	402 	519 
A,FAC,RCV_B,CZ01	: 	: 	: 	: 	: 	4 	3 	3 	4 
A,FAC,RCV_B,CZ02	: 	: 	: 	: 	: 	81 	81 	88 	128 
A,FAC,RCV_B,CZ03	: 	: 	: 	: 	: 	51 	54 	65 	92 
A,FAC,RCV_B,CZ04	: 	: 	: 	: 	: 	30 	34 	37 	38 
A,FAC,RCV_B,CZ05	: 	: 	: 	: 	: 	53 	60 	65 	82 
A,FAC,RCV_B,CZ06	: 	: 	: 	: 	: 	52 	53 	56 	71 
A,FAC,RCV_B,CZ07	: 	: 	: 	: 	: 	16 	36 	46 	62 
A,FAC,RCV_B,CZ08	: 	: 	: 	: 	: 	39 	36 	42 	42 
A,FAC,RCV_B,DE	: 	: 	: 	3002 	2976 	2895 	2835 	2900 	2724 
A,FAC,RCV_B,DE1	: 	: 	: 	283 	284 	290 	282 	277 	278 
A,FAC,RCV_B,DE11	: 	: 	: 	95 	97 	98 	95 	94 	94 
A,FAC,RCV_B,DE12	: 	: 	: 	41 	40 	39 	37 	38 	39 
A,FAC,RCV_B,DE13	: 	: 	: 	57 	58 	63 	65 	63 	63 
A,FAC,RCV_B,DE14	: 	: 	: 	90 	89 	90 	85 	82 	82 
A,FAC,RCV_B,DE2	: 	: 	: 	1348 	1299 	1256 	1252 	1313 	1204 
A,FAC,RCV_B,DE21	: 	: 	: 	541 	529 	529 	520 	557 	517 
A,FAC,RCV_B,DE22	: 	: 	: 	193 	183 	175 	170 	178 	165 
A,FAC,RCV_B,DE23	: 	: 	: 	70 	66 	64 	59 	56 	47 
A,FAC,RCV_B,DE24	: 	: 	: 	79 	75 	70 	65 	62 	58 
A,FAC,RCV_B,DE25	: 	: 	: 	79 	77 	71 	72 	65 	58 
A,FAC,RCV_B,DE26	: 	: 	: 	82 	80 	73 	75 	76 	68 
A,FAC,RCV_B,DE27	: 	: 	: 	304 	289 	274 	291 	319 	291 
A,FAC,RCV_B,DE3	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,DE30	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,DE4	: 	: 	: 	57 	46 	43 	39 	40 	38 
A,FAC,RCV_B,DE40	: 	: 	: 	57 	46 	43 	39 	40 	38 
A,FAC,RCV_B,DE5	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,DE50	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,DE6	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,DE60	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,DE7	: 	: 	: 	154 	173 	193 	191 	185 	179 
A,FAC,RCV_B,DE71	: 	: 	: 	48 	54 	55 	54 	52 	52 
A,FAC,RCV_B,DE72	: 	: 	: 	46 	58 	65 	64 	62 	59 
A,FAC,RCV_B,DE73	: 	: 	: 	60 	61 	73 	73 	71 	68 
A,FAC,RCV_B,DE8	: 	: 	: 	51 	66 	52 	53 	57 	60 
A,FAC,RCV_B,DE80	: 	: 	: 	51 	66 	52 	53 	57 	60 
A,FAC,RCV_B,DE9	: 	: 	: 	365 	368 	359 	327 	317 	292 
A,FAC,RCV_B,DE91	: 	: 	: 	76 	75 	75 	72 	68 	68 
A,FAC,RCV_B,DE92	: 	: 	: 	70 	69 	66 	59 	60 	58 
A,FAC,RCV_B,DE93	: 	: 	: 	110 	103 	102 	94 	92 	90 
A,FAC,RCV_B,DE94	: 	: 	: 	109 	121 	116 	102 	97 	76 
A,FAC,RCV_B,DEA	: 	: 	: 	105 	103 	100 	96 	91 	84 
A,FAC,RCV_B,DEA1	: 	: 	: 	19 	17 	17 	16 	13 	11 
A,FAC,RCV_B,DEA2	: 	: 	: 	53 	53 	50 	49 	49 	46 
A,FAC,RCV_B,DEA3	: 	: 	: 	15 	16 	14 	13 	: c	12 
A,FAC,RCV_B,DEA4	: 	: 	: 	14 	14 	16 	15 	14 	14 
A,FAC,RCV_B,DEA5	: 	: 	: 	4 	3 	3 	3 	: c	1 
A,FAC,RCV_B,DEB	: 	: 	: 	198 	217 	202 	195 	192 	183 
A,FAC,RCV_B,DEB1	: 	: 	: 	109 	119 	108 	107 	106 	103 
A,FAC,RCV_B,DEB2	: 	: 	: 	42 	47 	44 	40 	41 	37 
A,FAC,RCV_B,DEB3	: 	: 	: 	47 	51 	50 	48 	45 	43 
A,FAC,RCV_B,DEC	: 	: 	: 	29 	27 	28 	28 	26 	29 
A,FAC,RCV_B,DEC0	: 	: 	: 	29 	27 	28 	28 	26 	29 
A,FAC,RCV_B,DED	: 	: 	: 	155 	150 	141 	141 	174 	160 
A,FAC,RCV_B,DED2	: 	: 	: 	87 	33 	81 	81 	100 	90 
A,FAC,RCV_B,DED4	: 	: 	: 	37 	87 	32 	33 	45 	43 
A,FAC,RCV_B,DED5	: 	: 	: 	31 	30 	28 	27 	29 	27 
A,FAC,RCV_B,DEE	: 	: 	: 	74 	69 	64 	77 	77 	70 
A,FAC,RCV_B,DEE0	: 	: 	: 	74 	69 	64 	77 	77 	70 
A,FAC,RCV_B,DEF	: 	: 	: 	68 	64 	58 	46 	43 	41 
A,FAC,RCV_B,DEF0	: 	: 	: 	68 	64 	58 	46 	43 	41 
A,FAC,RCV_B,DEG	: 	: 	: 	115 	110 	109 	108 	108 	106 
A,FAC,RCV_B,DEG0	: 	: 	: 	115 	110 	109 	108 	108 	106 
A,FAC,RCV_B,DK	: 	: 	: 	: 	: 	: 	0 	0 	0 
A,FAC,RCV_B,DK0	: 	: 	: 	: 	: 	: 	0 	0 	0 
A,FAC,RCV_B,DK01	: 	: 	: 	: 	: 	: 	0 	0 	0 
A,FAC,RCV_B,DK02	: 	: 	: 	: 	: 	: 	0 	0 	0 
A,FAC,RCV_B,DK03	: 	: 	: 	: 	: 	: 	0 	0 	0 
A,FAC,RCV_B,DK04	: 	: 	: 	: 	: 	: 	0 	0 	0 
A,FAC,RCV_B,DK05	: 	: 	: 	: 	: 	: 	0 	0 	0 
A,FAC,RCV_B,EE	: 	: 	: 	16 	39 e	65 	48 	127 	169 
A,FAC,RCV_B,EE0	: 	: 	: 	16 	39 e	65 	48 	127 	169 
A,FAC,RCV_B,EE00	: 	: 	: 	16 	39 e	65 	48 	127 	169 
A,FAC,RCV_B,EL	: 	: 	: 	9 	16 	16 	22 	62 	62 e
A,FAC,RCV_B,EL1	: 	: 	: 	4 	6 	: 	: 	: 	: 
A,FAC,RCV_B,EL11	: 	: 	: 	1 	1 	: 	: 	: 	: 
A,FAC,RCV_B,EL12	: 	: 	: 	2 	4 	: 	: 	: 	: 
A,FAC,RCV_B,EL13	: 	: 	: 	1 	1 	: 	: 	: 	: 
A,FAC,RCV_B,EL14	: 	: 	: 	0 	0 	: 	: 	: 	: 
A,FAC,RCV_B,EL2	: 	: 	: 	3 	5 	: 	: 	: 	: 
A,FAC,RCV_B,EL21	: 	: 	: 	0 	1 	: 	: 	: 	: 
A,FAC,RCV_B,EL22	: 	: 	: 	0 	0 	: 	: 	: 	: 
A,FAC,RCV_B,EL23	: 	: 	: 	1 	2 	: 	: 	: 	: 
A,FAC,RCV_B,EL24	: 	: 	: 	2 	0 	: 	: 	: 	: 
A,FAC,RCV_B,EL25	: 	: 	: 	0 	2 	: 	: 	: 	: 
A,FAC,RCV_B,EL3	: 	: 	: 	1 	0 	0 	6 	9 	9 e
A,FAC,RCV_B,EL30	: 	: 	: 	1 	0 	0 	6 	9 	9 e
A,FAC,RCV_B,EL4	: 	: 	: 	1 	5 	5 	5 	13 	13 e
A,FAC,RCV_B,EL41	: 	: 	: 	0 	0 	0 	0 	1 	1 e
A,FAC,RCV_B,EL42	: 	: 	: 	1 	3 	3 	3 	9 	9 e
A,FAC,RCV_B,EL43	: 	: 	: 	0 	2 	2 	2 	3 	3 e
A,FAC,RCV_B,EL5	: 	: 	: 	: 	: 	7 	7 	29 	29 e
A,FAC,RCV_B,EL51	: 	: 	: 	: 	: 	1 	1 	12 	12 e
A,FAC,RCV_B,EL52	: 	: 	: 	: 	: 	4 	4 	17 	17 e
A,FAC,RCV_B,EL53	: 	: 	: 	: 	: 	1 	1 	0 	0 e
A,FAC,RCV_B,EL54	: 	: 	: 	: 	: 	1 	1 	0 	0 e
A,FAC,RCV_B,EL6	: 	: 	: 	: 	: 	4 	4 	11 	11 e
A,FAC,RCV_B,EL61	: 	: 	: 	: 	: 	0 	0 	3 	3 e
A,FAC,RCV_B,EL62	: 	: 	: 	: 	: 	0 	0 	1 	1 e
A,FAC,RCV_B,EL63	: 	: 	: 	: 	: 	2 	2 	2 	2 e
A,FAC,RCV_B,EL64	: 	: 	: 	: 	: 	0 	0 	2 	2 e
A,FAC,RCV_B,EL65	: 	: 	: 	: 	: 	2 	2 	3 	3 e
A,FAC,RCV_B,ES	: 	: 	: 	191 	294 	15 	: c	: c	333 
A,FAC,RCV_B,ES1	: 	: 	: 	0 	0 	0 	9 	48 	67 
A,FAC,RCV_B,ES11	: 	: 	: 	0 	0 	0 	9 	39 	49 
A,FAC,RCV_B,ES12	: 	: 	: 	0 	0 	0 	0 	9 	0 
A,FAC,RCV_B,ES13	: 	: 	: 	0 	0 	0 	0 	0 	18 
A,FAC,RCV_B,ES2	: 	: 	: 	1 	: c	: c	: c	: c	1 
A,FAC,RCV_B,ES21	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,ES22	: 	: 	: 	0 	: c	0 	0 	0 	0 
A,FAC,RCV_B,ES23	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,ES24	: 	: 	: 	1 	: c	: c	: c	: c	1 
A,FAC,RCV_B,ES3	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,ES30	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,ES4	: 	: 	: 	55 	58 	14 	54 	69 	75 
A,FAC,RCV_B,ES41	: 	: 	: 	14 	14 	14 	21 	30 	52 
A,FAC,RCV_B,ES42	: 	: 	: 	41 	44 	0 	33 	28 	0 
A,FAC,RCV_B,ES43	: 	: 	: 	0 	0 	0 	0 	11 	23 
A,FAC,RCV_B,ES5	: 	: 	: 	135 	234 	0 	0 	25 	189 
A,FAC,RCV_B,ES51	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,ES52	: 	: 	: 	135 	234 	0 	0 	25 	189 
A,FAC,RCV_B,ES53	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,ES6	: 	: 	: 	0 	0 	0 	0 	0 	1 
A,FAC,RCV_B,ES61	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,ES62	: 	: 	: 	0 	0 	0 	0 	0 	1 
A,FAC,RCV_B,ES63	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,ES64	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,ES7	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,ES70	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,EU27_2020	: 	: 	: 	5010 	4451 	4117 	: c	: c	6121 s
A,FAC,RCV_B,EU28	: 	: 	: 	6545 	5456 	4991 	: c	: c	: 
A,FAC,RCV_B,FI	: 	: 	: 	11 	11 	11 	: 	27 	: 
A,FAC,RCV_B,FI1	: 	: 	: 	11 	11 	11 	: 	27 	: 
A,FAC,RCV_B,FI19	: 	: 	: 	2 	2 	2 	: 	3 	: 
A,FAC,RCV_B,FI1B	: 	: 	: 	0 	0 	0 	: 	1 	: 
A,FAC,RCV_B,FI1C	: 	: 	: 	1 	1 	1 	: 	11 	: 
A,FAC,RCV_B,FI1D	: 	: 	: 	8 	8 	8 	: 	12 	: 
A,FAC,RCV_B,FI2	: 	: 	: 	0 	0 e	0 e	: 	0 	: 
A,FAC,RCV_B,FI20	: 	: 	: 	0 	0 e	0 e	: 	0 	: 
A,FAC,RCV_B,FR	: 	: 	: 	: 	: 	: 	: 	911 	906 
A,FAC,RCV_B,FR1	: 	: 	: 	: 	: 	: 	: 	32 	37 
A,FAC,RCV_B,FR10	: 	: 	: 	: 	: 	: 	: 	32 	37 
A,FAC,RCV_B,FR94	: 	: 	: 	: 	0 	: 	: 	: 	: 
A,FAC,RCV_B,FRB	: 	: 	: 	: 	: 	: 	: 	73 	61 
A,FAC,RCV_B,FRB0	: 	: 	: 	: 	: 	: 	: 	73 	61 
A,FAC,RCV_B,FRC	: 	: 	: 	: 	: 	: 	: 	59 	73 
A,FAC,RCV_B,FRC1	: 	: 	: 	: 	: 	: 	: 	22 	26 
A,FAC,RCV_B,FRC2	: 	: 	: 	: 	: 	: 	: 	37 	47 
A,FAC,RCV_B,FRD	: 	: 	: 	: 	: 	: 	: 	56 	53 
A,FAC,RCV_B,FRD1	: 	: 	: 	: 	: 	: 	: 	40 	39 
A,FAC,RCV_B,FRD2	: 	: 	: 	: 	: 	: 	: 	16 	14 
A,FAC,RCV_B,FRE	: 	: 	: 	: 	: 	: 	: 	43 	45 
A,FAC,RCV_B,FRE1	: 	: 	: 	: 	: 	: 	: 	18 	15 
A,FAC,RCV_B,FRE2	: 	: 	: 	: 	: 	: 	: 	25 	30 
A,FAC,RCV_B,FRF	: 	: 	: 	: 	: 	: 	: 	78 	83 
A,FAC,RCV_B,FRF1	: 	: 	: 	: 	: 	: 	: 	8 	11 
A,FAC,RCV_B,FRF2	: 	: 	: 	: 	: 	: 	: 	39 	39 
A,FAC,RCV_B,FRF3	: 	: 	: 	: 	: 	: 	: 	31 	33 
A,FAC,RCV_B,FRG	: 	: 	: 	: 	: 	: 	: 	72 	66 
A,FAC,RCV_B,FRG0	: 	: 	: 	: 	: 	: 	: 	72 	66 
A,FAC,RCV_B,FRH	: 	: 	: 	: 	: 	: 	: 	62 	64 
A,FAC,RCV_B,FRH0	: 	: 	: 	: 	: 	: 	: 	62 	64 
A,FAC,RCV_B,FRI	: 	: 	: 	: 	: 	: 	: 	112 	113 
A,FAC,RCV_B,FRI1	: 	: 	: 	: 	: 	: 	: 	36 	40 
A,FAC,RCV_B,FRI2	: 	: 	: 	: 	: 	: 	: 	13 	14 
A,FAC,RCV_B,FRI3	: 	: 	: 	: 	: 	: 	: 	63 	59 
A,FAC,RCV_B,FRJ	: 	: 	: 	: 	: 	: 	: 	101 	102 
A,FAC,RCV_B,FRJ1	: 	: 	: 	: 	: 	: 	: 	37 	30 
A,FAC,RCV_B,FRJ2	: 	: 	: 	: 	: 	: 	: 	64 	72 
A,FAC,RCV_B,FRK	: 	: 	: 	: 	: 	: 	: 	157 	146 
A,FAC,RCV_B,FRK1	: 	: 	: 	: 	: 	: 	: 	29 	26 
A,FAC,RCV_B,FRK2	: 	: 	: 	: 	: 	: 	: 	128 	120 
A,FAC,RCV_B,FRL	: 	: 	: 	: 	: 	: 	: 	53 	52 
A,FAC,RCV_B,FRL0	: 	: 	: 	: 	: 	: 	: 	53 	52 
A,FAC,RCV_B,FRM	: 	: 	: 	: 	: 	: 	: 	1 	1 
A,FAC,RCV_B,FRM0	: 	: 	: 	: 	: 	: 	: 	1 	1 
A,FAC,RCV_B,FRY	: 	: 	: 	: 	: 	: 	: 	12 	10 
A,FAC,RCV_B,FRY1	: 	: 	: 	: 	: 	: 	: 	3 	1 
A,FAC,RCV_B,FRY2	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,FAC,RCV_B,FRY3	: 	: 	: 	: 	: 	: 	: 	1 	0 
A,FAC,RCV_B,FRY4	: 	: 	: 	: 	: 	: 	: 	8 	9 
A,FAC,RCV_B,FRY5	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,FAC,RCV_B,HR	: 	: 	: 	: 	2 	1 	10 	5 	16 
A,FAC,RCV_B,HR0	: 	: 	: 	: 	2 	1 	10 	5 	16 
A,FAC,RCV_B,HR01	: 	: 	: 	: 	1 	: 	: 	: 	: 
A,FAC,RCV_B,HR02	: 	: 	: 	: 	0 	: 	: 	: 	5 
A,FAC,RCV_B,HR03	: 	: 	: 	: 	1 	1 	6 	2 	5 
A,FAC,RCV_B,HR04	: 	: 	: 	: 	: 	0 	4 	3 	11 
A,FAC,RCV_B,HR05	: 	: 	: 	: 	: 	: 	: 	: 	1 
A,FAC,RCV_B,HR06	: 	: 	: 	: 	: 	: 	: 	: 	5 
A,FAC,RCV_B,HU	: 	: 	: 	56 	55 	49 	59 	84 	: 
A,FAC,RCV_B,HU1	: 	: 	: 	1 	2 	0 	0 	0 	: 
A,FAC,RCV_B,HU11	: 	: 	: 	: 	: 	: 	0 	0 	: 
A,FAC,RCV_B,HU12	: 	: 	: 	: 	: 	: 	0 	0 	: 
A,FAC,RCV_B,HU2	: 	: 	: 	34 	34 	34 	43 	53 	: 
A,FAC,RCV_B,HU21	: 	: 	: 	22 	21 	24 	28 	28 	: 
A,FAC,RCV_B,HU22	: 	: 	: 	9 	11 	7 	12 	17 	: 
A,FAC,RCV_B,HU23	: 	: 	: 	3 	2 	3 	3 	8 	: 
A,FAC,RCV_B,HU3	: 	: 	: 	21 	19 	15 	16 	31 	: 
A,FAC,RCV_B,HU31	: 	: 	: 	0 	1 	2 	2 	1 	: 
A,FAC,RCV_B,HU32	: 	: 	: 	14 	12 	5 	6 	14 	: 
A,FAC,RCV_B,HU33	: 	: 	: 	7 	6 	8 	8 	16 	: 
A,FAC,RCV_B,IE	: 	: 	: 	536 	212 	191 	193 	229 	: 
A,FAC,RCV_B,IE0	: 	: 	: 	536 	212 	191 	193 	229 	: 
A,FAC,RCV_B,IE01	: 	: 	: 	228 	76 	66 	: 	: 	: 
A,FAC,RCV_B,IE02	: 	: 	: 	308 	136 	125 	: 	: 	: 
